id,query_id,query_group_id,execution_id,brand_in_response,total_sources,sources_with_brand,brand_mention_percentage
952181,259667,6514,13836,0,43,5,11.63
952180,259666,6514,13836,0,27,7,25.93
952179,259665,6514,13836,0,14,1,7.14
952178,259664,6514,13836,0,31,4,12.90
952177,259663,6514,13836,0,29,6,20.69
952176,259662,6514,13836,0,33,4,12.12
952162,259661,6513,13835,0,35,0,0.00
952161,259660,6513,13835,0,21,0,0.00
952160,259659,6513,13835,0,22,0,0.00
952159,259658,6513,13835,0,31,0,0.00
952158,259657,6513,13835,0,18,0,0.00
952157,259656,6513,13835,0,21,0,0.00
952156,259655,6513,13835,0,22,0,0.00
952155,259654,6513,13835,0,22,0,0.00
952154,259653,6513,13835,0,20,0,0.00
952153,259652,6513,13835,0,38,0,0.00
952152,259651,6513,13835,1,20,8,40.00
952151,259650,6513,13835,0,37,0,0.00
952150,259649,6513,13835,0,35,0,0.00
952149,259648,6513,13835,0,15,0,0.00
952148,259647,6513,13835,1,20,4,20.00
952147,259646,6513,13835,0,20,0,0.00
952146,259645,6513,13835,0,10,0,0.00
952145,259644,6513,13835,1,15,1,6.67
952144,259643,6513,13835,0,30,0,0.00
952143,259642,6513,13835,1,20,3,15.00
952142,259641,6513,13835,0,21,0,0.00
952141,259640,6513,13835,1,20,3,15.00
952140,259639,6513,13835,0,22,0,0.00
952139,259638,6513,13835,1,19,1,5.26
952138,259637,6513,13835,0,20,0,0.00
952137,259636,6513,13835,1,20,4,20.00
952136,259635,6513,13835,1,19,5,26.32
952135,259634,6513,13835,0,15,1,6.67
952134,259633,6513,13835,0,20,0,0.00
952133,259632,6513,13835,1,14,3,21.43
952132,259631,6513,13835,0,18,0,0.00
952131,259630,6513,13835,0,22,0,0.00
952130,259629,6513,13835,1,17,2,11.76
952129,259628,6513,13835,0,19,0,0.00
952128,259627,6513,13835,1,13,2,15.38
952127,259626,6513,13835,0,22,0,0.00
952126,259625,6513,13835,1,29,5,17.24
952125,259624,6513,13835,0,20,0,0.00
952124,259623,6513,13835,0,21,0,0.00
952123,259622,6513,13835,1,15,1,6.67
952122,259621,6513,13835,0,17,0,0.00
952121,259620,6513,13835,1,18,2,11.11
952120,259619,6513,13835,0,28,0,0.00
952119,259618,6513,13835,0,18,1,5.56
952118,259617,6513,13835,0,32,0,0.00
952117,259616,6513,13835,1,16,1,6.25
952116,259615,6513,13835,1,19,4,21.05
952115,259614,6513,13835,0,19,0,0.00
952114,259613,6513,13835,0,31,0,0.00
952113,259612,6513,13835,1,19,3,15.79
952099,259611,6512,13834,0,19,0,0.00
952098,259610,6512,13834,0,16,0,0.00
952097,259609,6512,13834,0,17,0,0.00
952096,259608,6512,13834,0,16,0,0.00
952095,259607,6512,13834,0,29,0,0.00
952094,259606,6512,13834,0,19,0,0.00
952093,259605,6512,13834,0,29,0,0.00
952092,259604,6512,13834,0,17,0,0.00
952091,259603,6512,13834,0,29,0,0.00
952090,259602,6512,13834,0,28,0,0.00
952089,259601,6512,13834,0,21,0,0.00
952088,259600,6512,13834,0,35,0,0.00
952087,259599,6512,13834,0,17,0,0.00
952086,259598,6512,13834,0,18,0,0.00
952085,259597,6512,13834,0,16,0,0.00
952084,259596,6512,13834,0,33,0,0.00
952083,259595,6512,13834,0,28,0,0.00
952082,259594,6512,13834,0,18,0,0.00
952081,259593,6512,13834,0,18,0,0.00
952080,259592,6512,13834,0,28,0,0.00
952079,259591,6512,13834,0,28,0,0.00
952078,259590,6512,13834,1,24,1,4.17
952077,259589,6512,13834,0,14,0,0.00
952076,259588,6512,13834,0,19,0,0.00
952075,259587,6512,13834,0,18,0,0.00
952074,259586,6512,13834,0,18,0,0.00
952073,259585,6512,13834,0,19,0,0.00
952072,259584,6512,13834,0,30,0,0.00
952071,259583,6512,13834,0,16,0,0.00
952070,259582,6512,13834,0,14,0,0.00
952069,259581,6512,13834,0,16,0,0.00
952068,259580,6512,13834,0,16,0,0.00
952067,259579,6512,13834,0,43,0,0.00
952066,259578,6512,13834,0,14,0,0.00
952065,259577,6512,13834,0,17,1,5.88
952064,259576,6512,13834,0,32,0,0.00
952063,259575,6512,13834,0,25,0,0.00
952062,259574,6512,13834,1,13,1,7.69
952061,259573,6512,13834,0,27,0,0.00
952060,259572,6512,13834,0,28,0,0.00
952059,259571,6512,13834,0,28,0,0.00
952058,259570,6512,13834,0,16,0,0.00
952057,259569,6512,13834,0,37,0,0.00
952056,259568,6512,13834,0,19,0,0.00
952055,259567,6512,13834,0,29,0,0.00
952054,259566,6512,13834,0,29,0,0.00
952053,259565,6512,13834,0,20,0,0.00
952052,259564,6512,13834,0,19,0,0.00
952051,259563,6512,13834,0,15,0,0.00
952050,259562,6512,13834,0,19,0,0.00
952036,259561,6511,13833,0,20,0,0.00
952035,259560,6511,13833,0,20,0,0.00
952034,259559,6511,13833,0,16,0,0.00
952033,259558,6511,13833,0,34,0,0.00
952032,259557,6511,13833,0,24,0,0.00
952031,259556,6511,13833,0,25,0,0.00
952030,259555,6511,13833,0,19,0,0.00
952029,259554,6511,13833,0,28,0,0.00
952028,259553,6511,13833,0,17,0,0.00
952027,259552,6511,13833,0,21,0,0.00
952026,259551,6511,13833,0,18,1,5.56
952025,259550,6511,13833,0,20,0,0.00
952024,259549,6511,13833,0,40,0,0.00
952023,259548,6511,13833,0,21,0,0.00
952022,259547,6511,13833,0,20,0,0.00
952021,259546,6511,13833,0,16,0,0.00
952020,259545,6511,13833,0,18,1,5.56
952019,259544,6511,13833,0,20,0,0.00
952018,259543,6511,13833,0,29,0,0.00
952017,259542,6511,13833,0,20,0,0.00
952016,259541,6511,13833,1,17,4,23.53
952015,259540,6511,13833,0,20,0,0.00
952014,259539,6511,13833,0,19,0,0.00
952013,259538,6511,13833,1,32,10,31.25
952012,259537,6511,13833,0,25,1,4.00
952011,259536,6511,13833,0,18,1,5.56
952010,259535,6511,13833,1,18,5,27.78
952009,259534,6511,13833,0,17,0,0.00
952008,259533,6511,13833,0,15,0,0.00
952007,259532,6511,13833,0,25,0,0.00
952006,259531,6511,13833,1,17,1,5.88
952005,259530,6511,13833,0,19,0,0.00
952004,259529,6511,13833,0,20,0,0.00
952003,259528,6511,13833,1,24,2,8.33
952002,259527,6511,13833,1,15,5,33.33
952001,259526,6511,13833,1,20,4,20.00
952000,259525,6511,13833,0,33,0,0.00
951999,259524,6511,13833,0,30,0,0.00
951998,259523,6511,13833,0,20,0,0.00
951997,259522,6511,13833,0,17,0,0.00
951996,259521,6511,13833,0,18,0,0.00
951995,259520,6511,13833,1,18,1,5.56
951994,259519,6511,13833,0,20,0,0.00
951993,259518,6511,13833,1,31,0,0.00
951992,259517,6511,13833,0,34,0,0.00
951991,259516,6511,13833,0,38,0,0.00
951990,259515,6511,13833,0,18,0,0.00
951989,259514,6511,13833,0,28,0,0.00
951988,259513,6511,13833,1,16,4,25.00
951987,259512,6511,13833,1,29,2,6.90
951973,259511,6510,13832,1,24,5,20.83
951972,259510,6510,13832,1,17,5,29.41
951971,259509,6510,13832,0,18,0,0.00
951970,259508,6510,13832,0,27,7,25.93
951969,259507,6510,13832,1,16,2,12.50
951968,259506,6510,13832,0,26,0,0.00
951967,259505,6510,13832,1,19,2,10.53
951966,259504,6510,13832,0,33,2,6.06
951965,259503,6510,13832,0,26,9,34.62
951964,259502,6510,13832,1,27,4,14.81
951963,259501,6510,13832,1,20,3,15.00
951962,259500,6510,13832,0,20,3,15.00
951961,259499,6510,13832,1,18,1,5.56
951960,259498,6510,13832,1,20,5,25.00
951959,259497,6510,13832,1,20,8,40.00
951958,259496,6510,13832,1,17,4,23.53
951957,259495,6510,13832,0,20,3,15.00
951956,259494,6510,13832,0,18,1,5.56
951955,259493,6510,13832,0,19,2,10.53
951954,259492,6510,13832,1,15,6,40.00
951953,259491,6510,13832,0,18,5,27.78
951952,259490,6510,13832,0,17,3,17.65
951951,259489,6510,13832,0,18,3,16.67
951950,259488,6510,13832,1,19,9,47.37
951949,259487,6510,13832,1,19,2,10.53
951948,259486,6510,13832,0,23,4,17.39
951947,259485,6510,13832,0,26,7,26.92
951946,259484,6510,13832,0,41,7,17.07
951945,259483,6510,13832,0,23,3,13.04
951944,259482,6510,13832,1,18,5,27.78
951943,259481,6510,13832,1,18,3,16.67
951942,259480,6510,13832,0,15,2,13.33
951941,259479,6510,13832,0,20,5,25.00
951940,259478,6510,13832,0,17,2,11.76
951939,259477,6510,13832,1,17,2,11.76
951938,259476,6510,13832,0,20,1,5.00
951937,259475,6510,13832,1,19,3,15.79
951936,259474,6510,13832,0,28,5,17.86
951935,259473,6510,13832,1,17,4,23.53
951934,259472,6510,13832,0,18,9,50.00
951933,259471,6510,13832,1,19,4,21.05
951932,259470,6510,13832,1,21,5,23.81
951931,259469,6510,13832,0,20,2,10.00
951930,259468,6510,13832,1,20,4,20.00
951929,259467,6510,13832,1,20,6,30.00
951928,259466,6510,13832,1,16,4,25.00
951927,259465,6510,13832,0,20,2,10.00
951926,259464,6510,13832,0,30,4,13.33
951925,259463,6510,13832,0,14,2,14.29
951924,259462,6510,13832,1,24,13,54.17
951896,248389,5991,13831,0,31,0,0.00
951895,248388,5991,13831,0,43,15,34.88
951894,248387,5991,13831,0,33,2,6.06
951893,248386,5991,13831,0,33,3,9.09
951892,248385,5991,13831,0,25,0,0.00
951891,248384,5991,13831,0,39,3,7.69
951890,248383,5991,13831,1,34,21,61.76
951889,248382,5991,13831,0,31,1,3.23
951888,248381,5991,13831,0,19,3,15.79
951887,248380,5991,13831,1,27,2,7.41
951886,248379,5991,13831,0,44,12,27.27
951885,248378,5991,13831,0,22,1,4.55
951884,248377,5991,13831,0,30,0,0.00
951883,248376,5991,13831,0,20,1,5.00
951882,248375,5991,13831,0,23,12,52.17
951881,248374,5991,13831,0,44,2,4.55
951880,248373,5991,13831,0,25,3,12.00
951879,248372,5991,13831,0,31,0,0.00
951878,248371,5991,13831,0,34,1,2.94
951877,248370,5991,13831,0,43,7,16.28
951876,248369,5991,13831,0,25,1,4.00
951875,248368,5991,13831,0,23,0,0.00
951874,248367,5991,13831,0,34,0,0.00
951873,248366,5991,13831,1,45,5,11.11
951872,248365,5991,13831,1,19,12,63.16
951871,248364,5991,13831,0,29,0,0.00
951870,248363,5991,13831,0,28,2,7.14
951869,248362,5991,13831,0,28,1,3.57
951868,248361,5991,13831,0,15,6,40.00
951867,248360,5991,13831,0,21,2,9.52
951866,248359,5991,13831,0,40,4,10.00
951865,248358,5991,13831,0,29,2,6.90
951864,248357,5991,13831,0,45,14,31.11
951863,248356,5991,13831,0,19,0,0.00
951862,248355,5991,13831,1,34,3,8.82
951861,248354,5991,13831,0,35,2,5.71
951860,248353,5991,13831,0,34,2,5.88
951859,248352,5991,13831,1,16,7,43.75
951858,248351,5991,13831,0,20,1,5.00
951857,248350,5991,13831,0,34,0,0.00
951856,248349,5991,13831,0,18,0,0.00
951855,248348,5991,13831,1,29,12,41.38
951854,248347,5991,13831,1,42,4,9.52
951853,248346,5991,13831,0,30,4,13.33
951852,248345,5991,13831,0,44,2,4.55
951851,248344,5991,13831,0,31,1,3.23
951850,248343,5991,13831,0,20,4,20.00
951849,248342,5991,13831,0,19,0,0.00
951848,248341,5991,13831,0,20,1,5.00
951847,248340,5991,13831,0,38,5,13.16
951846,248339,5991,13831,0,20,10,50.00
951845,248338,5991,13831,0,33,2,6.06
951844,248337,5991,13831,1,43,3,6.98
951843,248336,5991,13831,0,50,7,14.00
951842,248335,5991,13831,0,30,4,13.33
951841,248334,5991,13831,1,35,3,8.57
951840,248333,5991,13831,0,34,0,0.00
951839,248332,5991,13831,0,34,0,0.00
951838,248331,5991,13831,1,32,12,37.50
951837,248330,5991,13831,0,23,1,4.35
951836,248329,5991,13831,0,40,2,5.00
951835,248328,5991,13831,0,34,0,0.00
951834,248327,5991,13831,0,55,2,3.64
951833,248326,5991,13831,1,36,22,61.11
951832,248325,5991,13831,0,29,1,3.45
951831,248324,5991,13831,0,30,2,6.67
951830,248323,5991,13831,1,40,4,10.00
951829,248322,5991,13831,1,30,18,60.00
951828,248321,5991,13831,0,23,1,4.35
951827,248320,5991,13831,0,33,1,3.03
951826,248319,5991,13831,0,38,5,13.16
951825,248318,5991,13831,0,36,1,2.78
951824,248317,5991,13831,0,33,1,3.03
951823,248316,5991,13831,0,42,26,61.90
951822,248315,5991,13831,1,37,16,43.24
951821,232388,5991,13831,0,42,1,2.38
951820,232387,5991,13831,0,45,1,2.22
951819,232386,5991,13831,0,30,9,30.00
951818,232385,5991,13831,0,47,3,6.38
951817,232384,5991,13831,0,37,0,0.00
951816,232383,5991,13831,0,32,2,6.25
951815,232382,5991,13831,1,36,20,55.56
951814,232381,5991,13831,0,17,0,0.00
951813,232380,5991,13831,1,18,2,11.11
951812,232379,5991,13831,0,34,1,2.94
951811,232378,5991,13831,0,38,5,13.16
951810,232377,5991,13831,0,25,5,20.00
951809,232376,5991,13831,1,20,11,55.00
951808,232375,5991,13831,0,18,0,0.00
951807,232374,5991,13831,0,29,3,10.34
951806,232373,5991,13831,0,16,0,0.00
951805,232372,5991,13831,1,29,18,62.07
951804,232371,5991,13831,0,33,0,0.00
951803,232370,5991,13831,0,25,1,4.00
951802,232369,5991,13831,1,37,3,8.11
951801,232368,5991,13831,0,30,4,13.33
951800,232367,5991,13831,0,37,15,40.54
951799,232366,5991,13831,0,41,2,4.88
951798,232365,5991,13831,1,18,3,16.67
951797,232364,5991,13831,0,40,3,7.50
951234,219274,5256,13824,1,15,2,13.33
951233,219273,5256,13824,1,14,3,21.43
951232,219272,5256,13824,1,20,2,10.00
951231,219271,5256,13824,1,16,4,25.00
951230,219270,5256,13824,0,13,0,0.00
951229,219269,5256,13824,0,16,2,12.50
951228,219268,5256,13824,0,36,0,0.00
951227,219267,5256,13824,1,17,4,23.53
951226,219266,5256,13824,1,18,5,27.78
951225,219265,5256,13824,1,17,1,5.88
951224,219264,5256,13824,0,13,2,15.38
951223,219263,5256,13824,1,16,4,25.00
951222,219262,5256,13824,1,34,7,20.59
951221,219261,5256,13824,1,34,2,5.88
951220,219260,5256,13824,1,17,6,35.29
951219,219259,5256,13824,0,28,0,0.00
951218,219258,5256,13824,1,41,20,48.78
951217,219257,5256,13824,1,29,11,37.93
951216,219256,5256,13824,1,32,10,31.25
951215,219255,5256,13824,0,18,0,0.00
951214,219254,5256,13824,1,25,2,8.00
951213,219253,5256,13824,0,14,2,14.29
951212,219252,5256,13824,1,14,4,28.57
951211,219251,5256,13824,1,24,5,20.83
951210,219250,5256,13824,1,29,13,44.83
951209,219249,5256,13824,0,46,7,15.22
951208,219248,5256,13824,0,16,2,12.50
951207,219247,5256,13824,1,33,16,48.48
951206,219246,5256,13824,1,26,4,15.38
951205,219245,5256,13824,1,27,10,37.04
951204,219244,5256,13824,1,15,1,6.67
951203,219243,5256,13824,1,36,11,30.56
951202,219242,5256,13824,1,17,4,23.53
951201,219241,5256,13824,1,16,7,43.75
951200,219240,5256,13824,1,37,2,5.41
951199,219239,5256,13824,0,18,0,0.00
951198,219238,5256,13824,1,18,1,5.56
951197,219237,5256,13824,0,30,6,20.00
951196,219236,5256,13824,1,15,6,40.00
951195,219235,5256,13824,0,26,5,19.23
951194,219234,5256,13824,0,28,2,7.14
951193,219233,5256,13824,0,17,4,23.53
951192,219232,5256,13824,0,13,1,7.69
951191,219231,5256,13824,1,27,10,37.04
951190,219230,5256,13824,1,30,9,30.00
951189,219229,5256,13824,0,25,3,12.00
951188,219228,5256,13824,1,17,4,23.53
951187,219227,5256,13824,0,20,1,5.00
951186,219226,5256,13824,1,35,14,40.00
951185,219225,5256,13824,1,26,4,15.38
951184,219224,5256,13824,1,39,6,15.38
951183,219223,5256,13824,0,16,1,6.25
951182,219222,5256,13824,0,35,2,5.71
951181,219221,5256,13824,0,35,1,2.86
951180,219220,5256,13824,1,22,6,27.27
951179,219219,5256,13824,0,35,6,17.14
951178,219218,5256,13824,1,33,3,9.09
951177,219217,5256,13824,1,16,7,43.75
951176,219216,5256,13824,1,20,1,5.00
951175,219215,5256,13824,1,26,6,23.08
951174,219214,5256,13824,1,30,7,23.33
951173,219213,5256,13824,1,31,13,41.94
951172,219212,5256,13824,1,14,2,14.29
951171,219211,5256,13824,0,25,1,4.00
951170,219210,5256,13824,1,26,8,30.77
951169,219209,5256,13824,1,24,7,29.17
951168,219208,5256,13824,1,18,1,5.56
951167,219207,5256,13824,0,20,2,10.00
951166,219206,5256,13824,0,30,4,13.33
951165,219205,5256,13824,0,18,2,11.11
951164,219204,5256,13824,1,22,7,31.82
951163,219203,5256,13824,0,34,8,23.53
951162,219202,5256,13824,1,19,4,21.05
951161,219201,5256,13824,1,26,8,30.77
951160,219200,5256,13824,1,35,7,20.00
951159,210949,5256,13824,1,16,3,18.75
951158,210948,5256,13824,1,24,9,37.50
951157,210947,5256,13824,0,19,2,10.53
951156,210946,5256,13824,0,22,5,22.73
951155,210945,5256,13824,0,34,5,14.71
951154,210944,5256,13824,1,32,15,46.88
951153,210943,5256,13824,1,27,8,29.63
951152,207889,5256,13824,1,34,7,20.59
951151,207888,5256,13824,0,13,1,7.69
951150,207887,5256,13824,1,18,4,22.22
951149,207886,5256,13824,1,18,8,44.44
951148,207885,5256,13824,0,19,1,5.26
951147,207884,5256,13824,1,22,6,27.27
951146,207883,5256,13824,1,24,9,37.50
951145,207882,5256,13824,0,36,5,13.89
951144,207881,5256,13824,1,18,2,11.11
951143,207880,5256,13824,1,43,21,48.84
951142,207879,5256,13824,1,34,12,35.29
951141,207878,5256,13824,1,43,17,39.53
951140,207877,5256,13824,1,32,6,18.75
951139,207875,5256,13824,1,33,3,9.09
951138,207874,5256,13824,1,26,3,11.54
951137,207873,5256,13824,1,26,8,30.77
951136,207871,5256,13824,0,20,0,0.00
951135,207870,5256,13824,1,30,11,36.67
951134,207869,5256,13824,1,15,5,33.33
951133,207868,5256,13824,1,35,9,25.71
951132,207866,5256,13824,1,27,6,22.22
951131,207865,5256,13824,1,16,8,50.00
950716,165007,3552,13820,0,21,0,0.00
950715,165006,3552,13820,0,19,0,0.00
950714,165005,3552,13820,0,20,0,0.00
950713,165004,3552,13820,0,24,0,0.00
950712,165003,3552,13820,0,19,0,0.00
950711,165002,3552,13820,0,31,0,0.00
950710,165001,3552,13820,0,30,0,0.00
950709,165000,3552,13820,0,35,0,0.00
950708,164999,3552,13820,0,29,0,0.00
950707,164998,3552,13820,0,19,0,0.00
950706,164997,3552,13820,0,18,0,0.00
950705,164996,3552,13820,0,19,0,0.00
950704,164995,3552,13820,0,21,0,0.00
950703,164994,3552,13820,0,20,0,0.00
950702,164993,3552,13820,0,17,1,5.88
950701,164992,3552,13820,0,34,1,2.94
950700,164991,3552,13820,1,16,1,6.25
950699,164990,3552,13820,0,19,2,10.53
950698,164989,3552,13820,0,35,1,2.86
950697,164988,3552,13820,0,29,3,10.34
950696,164987,3552,13820,0,30,2,6.67
950695,164986,3552,13820,0,31,0,0.00
950694,164985,3552,13820,0,27,0,0.00
950693,164984,3552,13820,0,17,0,0.00
950692,164983,3552,13820,0,20,0,0.00
950691,164982,3552,13820,0,15,0,0.00
950690,164981,3552,13820,0,19,0,0.00
950689,164980,3552,13820,0,13,1,7.69
950688,164979,3552,13820,0,35,2,5.71
950687,164978,3552,13820,0,17,0,0.00
950686,164977,3552,13820,0,26,2,7.69
950685,164976,3552,13820,0,14,0,0.00
950684,164975,3552,13820,0,30,0,0.00
950683,164974,3552,13820,0,20,2,10.00
950682,164973,3552,13820,0,31,0,0.00
950681,164972,3552,13820,0,18,0,0.00
950680,164971,3552,13820,0,16,1,6.25
950679,164970,3552,13820,0,18,1,5.56
950678,164969,3552,13820,0,16,0,0.00
950677,164968,3552,13820,0,30,1,3.33
950676,164967,3552,13820,0,16,0,0.00
950675,164966,3552,13820,0,19,0,0.00
950674,164965,3552,13820,0,20,0,0.00
950673,164964,3552,13820,1,13,1,7.69
950672,164963,3552,13820,0,31,0,0.00
950671,164962,3552,13820,0,32,2,6.25
950670,164961,3552,13820,0,18,0,0.00
950669,164960,3552,13820,0,37,1,2.70
950668,164959,3552,13820,0,28,1,3.57
950667,164958,3552,13820,0,30,3,10.00
950666,164957,3552,13820,0,17,0,0.00
950665,164956,3552,13820,0,19,0,0.00
950664,164955,3552,13820,0,17,0,0.00
950663,164954,3552,13820,0,17,1,5.88
950662,164953,3552,13820,0,15,1,6.67
950661,164952,3552,13820,0,35,1,2.86
950660,164951,3552,13820,0,36,0,0.00
950659,164950,3552,13820,0,32,0,0.00
950658,164949,3552,13820,0,23,0,0.00
950657,164948,3552,13820,0,30,0,0.00
950655,164946,3552,13820,0,37,1,2.70
950654,164945,3552,13820,0,18,0,0.00
950653,164944,3552,13820,0,17,1,5.88
950652,164943,3552,13820,0,17,1,5.88
950651,164942,3552,13820,0,15,0,0.00
950650,164941,3552,13820,0,32,2,6.25
950649,164940,3552,13820,0,17,0,0.00
950648,164939,3552,13820,0,17,1,5.88
950647,164938,3552,13820,0,31,2,6.45
950646,164937,3552,13820,0,21,1,4.76
950645,164936,3552,13820,0,34,1,2.94
950644,164935,3552,13820,0,14,0,0.00
950643,164934,3552,13820,0,28,2,7.14
950642,164933,3552,13820,0,42,3,7.14
950641,153224,3552,13820,0,39,0,0.00
950640,153223,3552,13820,0,41,0,0.00
950639,153222,3552,13820,0,31,2,6.45
950638,153221,3552,13820,0,30,1,3.33
950637,153220,3552,13820,1,22,3,13.64
950636,153219,3552,13820,0,37,1,2.70
950635,153217,3552,13820,0,14,0,0.00
950634,153216,3552,13820,0,20,0,0.00
950633,153215,3552,13820,1,25,2,8.00
950632,153214,3552,13820,0,34,1,2.94
950631,153213,3552,13820,0,32,1,3.12
950630,153212,3552,13820,1,29,3,10.34
950629,153211,3552,13820,0,29,3,10.34
950628,153210,3552,13820,0,28,1,3.57
950627,153209,3552,13820,1,33,0,0.00
950626,153207,3552,13820,1,34,2,5.88
950625,153206,3552,13820,0,23,1,4.35
950624,153204,3552,13820,0,33,2,6.06
950623,153203,3552,13820,1,25,3,12.00
950390,129968,2430,13816,0,27,2,7.41
950389,129967,2430,13816,1,30,8,26.67
950388,129966,2430,13816,0,29,1,3.45
950387,129965,2430,13816,1,20,6,30.00
950386,129964,2430,13816,0,20,0,0.00
950385,129963,2430,13816,0,30,2,6.67
950384,129962,2430,13816,1,31,28,90.32
950383,129961,2430,13816,1,39,35,89.74
950382,129960,2430,13816,1,31,16,51.61
950381,129959,2430,13816,1,33,1,3.03
950380,129958,2430,13816,0,26,3,11.54
950379,129957,2430,13816,1,37,5,13.51
950378,129956,2430,13816,1,37,1,2.70
950377,129955,2430,13816,1,17,0,0.00
950376,129954,2430,13816,1,31,26,83.87
950375,129953,2430,13816,1,25,25,100.00
950374,129952,2430,13816,1,22,21,95.45
950373,129951,2430,13816,1,25,23,92.00
950372,129950,2430,13816,1,28,27,96.43
950371,129949,2430,13816,1,29,25,86.21
950370,129948,2430,13816,1,20,6,30.00
950369,129947,2430,13816,1,24,23,95.83
950368,129946,2430,13816,1,30,27,90.00
950367,129945,2430,13816,0,28,2,7.14
950366,129944,2430,13816,1,26,12,46.15
950365,129943,2430,13816,1,29,27,93.10
950364,129942,2430,13816,1,25,23,92.00
950363,129941,2430,13816,1,32,4,12.50
950362,129940,2430,13816,0,16,0,0.00
950361,129939,2430,13816,1,30,29,96.67
950360,129938,2430,13816,1,15,1,6.67
950359,129937,2430,13816,1,17,13,76.47
950358,129936,2430,13816,1,30,27,90.00
950357,129935,2430,13816,1,28,14,50.00
950356,129934,2430,13816,1,31,24,77.42
950355,129933,2430,13816,1,27,24,88.89
950354,129932,2430,13816,1,28,26,92.86
950353,129931,2430,13816,1,37,31,83.78
950352,129930,2430,13816,1,30,23,76.67
950351,129929,2430,13816,1,10,4,40.00
950350,129928,2430,13816,0,24,1,4.17
950349,129927,2430,13816,1,20,0,0.00
950348,129926,2430,13816,1,19,16,84.21
950347,129925,2430,13816,0,27,27,100.00
950346,129924,2430,13816,1,32,22,68.75
950345,129923,2430,13816,1,26,3,11.54
950344,129922,2430,13816,1,33,31,93.94
950343,129921,2430,13816,1,34,31,91.18
950342,129920,2430,13816,1,33,4,12.12
950341,129919,2430,13816,0,31,5,16.13
950340,129918,2430,13816,1,32,24,75.00
950339,129917,2430,13816,1,36,1,2.78
950338,129916,2430,13816,1,19,3,15.79
950337,129915,2430,13816,1,25,24,96.00
950336,129914,2430,13816,1,29,26,89.66
950335,129913,2430,13816,1,29,26,89.66
950334,129912,2430,13816,1,18,11,61.11
950333,129911,2430,13816,1,37,32,86.49
950332,129910,2430,13816,1,37,2,5.41
950331,129909,2430,13816,1,28,24,85.71
950330,129908,2430,13816,1,29,23,79.31
950329,129907,2430,13816,0,41,0,0.00
950328,129906,2430,13816,1,16,12,75.00
950327,129905,2430,13816,0,42,4,9.52
950326,129904,2430,13816,1,27,25,92.59
950325,129903,2430,13816,1,18,17,94.44
950324,129902,2430,13816,1,30,27,90.00
950323,129901,2430,13816,1,17,15,88.24
950322,129900,2430,13816,1,31,28,90.32
950321,129899,2430,13816,1,30,28,93.33
950320,129898,2430,13816,0,19,4,21.05
950319,129897,2430,13816,1,32,28,87.50
950318,129896,2430,13816,1,27,26,96.30
950317,129895,2430,13816,1,31,29,93.55
950316,129894,2430,13816,0,32,29,90.62
950315,121074,2430,13816,0,40,1,2.50
950314,121073,2430,13816,0,19,0,0.00
950313,121072,2430,13816,0,19,0,0.00
